customerId,customerName,phoneNumber,isVIP,repeatCalls
KH00042,Dang Ngoc Mai,0945332679,true,22
KH00043,Phan Thi Tri,0948646679,false,32
KH00044,Vo Trung Giang,0832839297,false,31
KH00045,Hoang Anh Vinh,0859833837,true,31
KH00046,Phan Hoang Chi,0967011408,false,21
KH00047,Phan Cong Dat,0848087756,false,28
KH00048,Vo Minh Xuan,0904770112,true,14
KH00049,Duong Thanh Hoa,0919386175,false,14
KH00050,Ly Van Nam,0857302824,false,15
KH00051,Ho Kim Binh,0986608739,false,24
KH00052,Tran Cong Nam,0841922050,false,25
KH00053,Do Cong Son,0840783826,false,16
KH00054,Nguyen Bao Yen,0977883625,false,20
KH00055,Duong Anh Quang,0886467347,false,17
KH00056,Ho Hoang Tam,0919641129,false,29
KH00057,Ho Bao Minh,0988861670,false,27
KH00058,Phan Thanh Tam,0845723095,false,15
KH00059,Do Van Oanh,0832483979,true,20
KH00060,Do Thanh Quang,0942534761,false,4
KH00061,Vo Trung Dat,0946279207,false,1
KH00062,Ngo Huu Dung,0857323559,true,32
KH00063,Hoang Hoang Linh,0855704691,false,11
KH00064,Do Hoang Quang,0916004633,false,16
KH00065,Do Thanh Thao,0976229693,false,1
KH00066,Dang Quoc Giang,0968210891,false,26
KH00067,Vu Kim Nam,0847445671,false,2
KH00068,Ho Phuong Uyen,0882511091,false,16
KH00069,Duong Cong Linh,0891043894,true,3
KH00070,Ngo Tuan An,0842945532,false,0
KH00071,Vu Van Tri,0851500634,false,8
KH00072,Hoang Anh Oanh,0917476339,false,9
KH00073,Bui Van Xuan,0902694979,true,48
KH00074,Ly Ngoc Quang,0973934051,true,4
KH00075,Vu Kim Long,0867382460,false,15
KH00076,Duong Trung Oanh,0935851716,false,4
KH00077,Phan Quoc Binh,0852325887,false,0
KH00078,Bui Van An,0889301124,true,10
KH00079,Hoang Kim Nam,0859565946,true,0
KH00080,Ly Anh Yen,0839532265,false,17
KH00081,Le Tuan Uyen,0914549913,false,13
KH00082,Dang Phuong Yen,0949075713,false,0
KH00083,Nguyen Quoc An,0836915272,true,29
KH00084,Nguyen Ngoc Hoa,0842125687,false,0
KH00085,Le Thi Dung,0988819794,false,13
KH00086,Ho Hoang Khanh,0831721043,true,29
KH00087,Vo Cong Quang,0851086504,false,23
KH00088,Tran Duc Hung,0838382171,false,15
KH00089,Do Cong Chi,0970700261,false,20
KH00090,Nguyen Thanh Binh,0882440470,true,12
KH00091,Tran Trung Phuc,0963748047,false,3
KH00092,Nguyen Thi Lan,0913844864,false,5
KH00093,Le Thi Hoa,0966397032,false,10
KH00094,Nguyen Hoang Son,0908999114,false,21
KH00095,Duong Thi Khanh,0887455781,true,13
KH00096,Do Hoang Quang,0880825059,false,31
KH00097,Ly Duc Tri,0976751697,false,24
KH00098,Nguyen Bao Phuc,0841890697,false,12
KH00099,Tran Cong Giang,0918521118,true,2
KH00100,Bui Cong Em,0966474290,false,14
KH00101,Nguyen Huu Tri,0886949238,true,23
KH00102,Duong Bao Ich,0962199110,false,15
KH00103,Bui Cong Ich,0941017034,false,14
KH00104,Ngo Quoc Linh,0830948696,true,21
KH00105,Vu Tuan Nam,0886979105,true,26
KH00106,Huynh Trung Binh,0888737553,false,1
KH00107,Do Thi Xuan,0939080232,true,33
KH00108,Huynh Bao Quang,0885760522,false,22
KH00109,Bui Quoc An,0888682246,false,29
KH00110,Ho Duc Binh,0930079641,false,7
KH00111,Hoang Thi Hung,0977761356,true,26
KH00112,Vu Duc An,0945470340,false,17
KH00113,Ngo Anh Phong,0850195589,true,31
KH00114,Vo Thanh Linh,0844973907,false,21
KH00115,Do Anh Khanh,0835386299,true,23
KH00116,Tran Thanh Chi,0969961021,false,0
KH00117,Le Anh Binh,0976126282,false,17
KH00118,Dang Tuan Phong,0844197257,true,4
KH00119,Ngo Trung Tam,0931066033,false,9
KH00120,Hoang Duc Em,0965322500,true,11
KH00121,Dang Anh Phong,0931081455,false,13
KH00122,Dang Ngoc Vinh,0843655442,true,1
KH00123,Tran Thanh Chi,0854556177,true,46
KH00124,Ho Thanh Phuc,0988067788,false,22
KH00125,Bui Van Xuan,0857275010,true,12
KH00126,Nguyen Quoc Binh,0972190605,false,19
KH00127,Le Anh Giang,0948084936,false,48
KH00128,Tran Kim Hung,0918744351,false,2
KH00129,Le Thanh Khanh,0898209876,false,26
KH00130,Vo Minh Uyen,0833833998,true,0
KH00131,Do Thi Quang,0842379270,false,28
KH00132,Vo Quoc Ich,0849424923,false,23
KH00133,Bui Ngoc Binh,0883855752,false,15
KH00134,Vo Trung Hai,0856774522,false,4
KH00135,Phan Kim Tri,0910354375,false,29
KH00136,Do Huu Giang,0980364831,false,4
KH00137,Vo Quoc Chi,0989287395,false,24
KH00138,Hoang Duc Hai,0848597182,true,10
KH00139,Tran Tuan Binh,0832848411,true,0
KH00140,Tran Duc An,0852101458,false,16
KH00141,Le Huu Son,0914629483,true,49
KH00142,Ngo Quoc Uyen,0935360356,false,8
KH00143,Vo Thanh Yen,0986516193,true,10
KH00144,Do Trung Oanh,0962747226,false,29
KH00145,Vu Tuan Hoa,0913516121,true,32
KH00146,Ngo Hoang Hai,0903766077,false,13
KH00147,Pham Huu Em,0831100633,false,23
KH00148,Ly Cong Vinh,0914116163,false,15
KH00149,Le Huu Giang,0848499537,true,43
KH00150,Tran Tuan Vinh,0970352867,true,1
KH00151,Ly Duc Dat,0970127532,true,27
KH00152,Dang Anh Nam,0919170256,false,31
KH00153,Do Ngoc Linh,0986393256,true,1
KH00154,Ly Hoang Giang,0866921294,true,5
KH00155,Huynh Quoc Mai,0901483276,true,18
KH00156,Ngo Duc Hung,0843499267,false,16
KH00157,Nguyen Phuong Phuc,0836294603,false,14
KH00158,Do Huu Phong,0979877518,false,44
KH00159,Ly Tuan Vinh,0976078431,false,49
KH00160,Hoang Bao Yen,0884180376,true,6
KH00161,Duong Thanh Phong,0862607021,false,5
KH00162,Hoang Kim Oanh,0984929812,false,21
KH00163,Ho Cong Quang,0898165408,false,1
KH00164,Do Van Long,0867045754,true,15
KH00165,Ly Minh Quang,0861282229,false,20
KH00166,Huynh Cong Linh,0988281732,false,39
KH00167,Nguyen Minh An,0883156137,false,1
KH00168,Nguyen Duc Em,0978065682,false,8
KH00169,Vu Bao Phong,0985255385,true,22
KH00170,Dang Ngoc Giang,0969018946,true,8
KH00171,Phan Thanh Hoa,0977718836,false,29
KH00172,Ho Quoc Chi,0986217671,true,8
KH00173,Hoang Cong Xuan,0936062863,false,8
KH00174,Bui Hoang Thao,0887237377,false,16
KH00175,Tran Tuan Chi,0960003433,false,23
KH00176,Ho Ngoc Nam,0896188705,false,20
KH00177,Ho Hoang Dung,0892387922,false,8
KH00178,Ho Phuong Quang,0834947429,false,14
KH00179,Do Anh Long,0945753600,false,6
KH00180,Phan Phuong Xuan,0868945801,false,10
KH00181,Bui Huu Hai,0945490793,false,6
KH00182,Le Minh Nam,0949167209,false,23
KH00183,Huynh Huu Nam,0931872797,true,14
KH00184,Vu Tuan Thao,0916456880,false,15
KH00185,Vo Minh Xuan,0851179628,false,1
KH00186,Duong Quoc Uyen,0898846914,true,36
KH00187,Vo Tuan Khanh,0894038598,false,14
KH00188,Ngo Duc Hai,0898192383,false,32
KH00189,Huynh Van Yen,0975659581,false,15
KH00190,Bui Hoang Tam,0857646079,true,0
KH00191,Tran Hoang Giang,0881181382,false,22
KH00192,Vu Anh Hoa,0882117240,false,12
KH00193,Ly Tuan Minh,0883784454,false,24
KH00194,Bui Phuong Tri,0962918626,false,6
KH00195,Hoang Thanh Binh,0900683933,false,4
KH00196,Vu Van Linh,0847533453,true,8
KH00197,Tran Hoang Em,0934694070,true,7
KH00198,Vu Trung Quang,0943746496,false,17
KH00199,Vu Ngoc Tri,0900838774,false,9
KH00200,Dang Minh Hung,0882158465,true,16
KH00201,Nguyen Huu Binh,0863824430,true,11
KH00202,Hoang Hoang Tri,0882795158,false,20
KH00203,Nguyen Cong Hoa,0888268135,false,11
KH00204,Ly Huu Oanh,0857596007,false,1
KH00205,Phan Tuan Chi,0988821182,false,13
KH00206,Do Cong Long,0894788677,true,32
KH00207,Dang Anh Dat,0845333600,false,18
KH00208,Duong Trung Hoa,0984737857,false,9
KH00209,Vo Phuong An,0882763345,true,6
KH00210,Pham Minh Ich,0911748391,false,21
KH00211,Ngo Huu Hung,0917478607,true,11
KH00212,Vu Thanh Thao,0889035783,true,15
KH00213,Ho Duc Hung,0835740830,false,13
KH00214,Pham Trung Hoa,0839460127,false,23
KH00215,Vo Quoc Tam,0944784840,false,20
KH00216,Ly Huu Ich,0846606999,false,19
KH00217,Ngo Kim Ich,0846566600,false,2
KH00218,Huynh Thi An,0981833502,false,23
KH00219,Ly Bao Khanh,0967378175,false,5
KH00220,Phan Anh Quang,0833896787,true,21
KH00221,Ngo Tuan Minh,0942197587,false,21
KH00222,Dang Kim Tri,0862406940,false,13
KH00223,Le Kim Xuan,0914501577,false,27
KH00224,Dang Minh Long,0975137599,false,5
KH00225,Huynh Anh Binh,0899688307,false,16
KH00226,Phan Duc Em,0859078746,false,5
KH00227,Nguyen Quoc Oanh,0930107876,false,15
KH00228,Phan Tuan Chi,0861582208,true,20
KH00229,Do Cong Tri,0942686304,false,18
KH00230,Pham Van Nam,0886194327,false,8
KH00231,Vo Anh Vinh,0936832743,false,14
KH00232,Tran Van Hoa,0988503000,false,24
KH00233,Dang Thi Hai,0847295650,true,21
KH00234,Huynh Kim Yen,0977653108,true,17
KH00235,Phan Ngoc Vinh,0831653902,false,20
KH00236,Huynh Minh Dat,0853635634,false,28
KH00237,Duong Thanh Yen,0962704451,true,35
KH00238,Tran Thi Binh,0919570780,false,9
KH00239,Nguyen Thanh Linh,0896652758,false,4
KH00240,Ho Van Khanh,0936255777,false,35
KH00241,Phan Quoc Dung,0883048188,false,2
KH00242,Hoang Minh Lan,0943887635,false,0
KH00243,Vu Duc Dung,0948954618,false,8
KH00244,Nguyen Duc Vinh,0881096200,false,13
KH00245,Phan Hoang Hoa,0932788604,false,17
KH00246,Dang Ngoc Hai,0852342312,true,10
KH00247,Do Tuan Chi,0961182330,false,14
KH00248,Vu Van Hai,0863268127,true,26
KH00249,Hoang Kim Em,0979200503,true,15
KH00250,Phan Hoang Yen,0913405432,true,16
KH00251,Vo Anh Hoa,0982816227,false,1
KH00252,Do Thi Tam,0913491640,false,1
KH00253,Vo Ngoc Nam,0887374047,false,46
KH00254,Vo Quoc Mai,0855586130,true,47
KH00255,Tran Van Binh,0989875089,false,1
KH00256,Ngo Kim Linh,0967964044,false,33
KH00257,Huynh Hoang Em,0982299103,false,2
KH00258,Dang Ngoc Oanh,0852163656,true,15
KH00259,Tran Kim Phuc,0969100529,true,9
KH00260,Ho Bao Oanh,0857312632,true,30
KH00261,Vu Minh Vinh,0894976908,false,7
KH00262,Huynh Phuong An,0854060017,true,1
KH00263,Vu Duc Ich,0960311510,false,9
KH00264,Hoang Phuong Phuc,0853727759,true,14
KH00265,Ho Huu Xuan,0842933283,true,26
KH00266,Vu Trung Tam,0884462670,false,16
KH00267,Ho Cong Lan,0837463657,false,10
KH00268,Vo Thi Hai,0865179675,false,9
KH00269,Pham Cong Chi,0944295875,false,16
KH00270,Vu Phuong Oanh,0915792017,false,9
KH00271,Ngo Tuan Linh,0901370622,true,18
KH00272,Do Tuan Em,0892007523,false,1
KH00273,Hoang Phuong Phong,0843821239,false,15
KH00274,Vu Duc Thao,0866723767,false,6
KH00275,Duong Cong Linh,0960532682,false,0
KH00276,Vu Van Nam,0844195820,false,7
KH00277,Phan Phuong Phuc,0933838456,false,47
KH00278,Vu Huu Chi,0982961894,true,30
KH00279,Phan Ngoc Thao,0880363727,false,5
KH00280,Tran Cong Nam,0856511603,false,7
KH00281,Tran Trung Linh,0839657178,false,15
KH00282,Phan Cong Khanh,0908308514,true,21
KH00283,Bui Tuan Chi,0847542070,false,46
KH00284,Nguyen Anh Oanh,0948778464,false,6
KH00285,Ly Quoc Hai,0941503781,false,14
KH00286,Hoang Quoc Quang,0909332819,false,26
KH00287,Tran Minh Quang,0832137673,false,17
KH00288,Ho Thanh Thao,0962910747,false,17
KH00289,Ly Duc Giang,0897217424,false,19
KH00290,Vu Trung Thao,0911038403,false,15
KH00291,Do Ngoc Tri,0885216537,false,17
KH00292,Bui Kim Giang,0968201013,false,13
KH00293,Tran Ngoc Son,0857946140,true,21
KH00294,Duong Bao Minh,0977574358,true,16
KH00295,Ho Phuong Mai,0905606691,false,14
KH00296,Bui Quoc Thao,0900477463,false,43
KH00297,Hoang Phuong Mai,0854602324,false,2
KH00298,Bui Duc Tri,0970445527,false,19
KH00299,Vu Kim Thao,0852676942,false,0
KH00300,Do Bao Dat,0855431442,false,18
KH00301,Phan Tuan Giang,0913344147,true,23
KH00302,Bui Tuan Em,0889457547,true,17
KH00303,Hoang Hoang Xuan,0846164846,false,27
KH00304,Ly Bao Dat,0856498253,false,11
KH00305,Dang Tuan Oanh,0885445764,false,23
KH00306,Do Kim Mai,0972680685,false,13
KH00307,Le Bao Tam,0910155666,false,14
KH00308,Vo Minh Phong,0972883959,false,11
KH00309,Tran Anh Phong,0858667620,false,28
KH00310,Vu Ngoc Vinh,0836903037,true,12
KH00311,Pham Quoc Son,0851265600,false,28
KH00312,Pham Bao Thao,0889200952,false,24
KH00313,Pham Minh Hung,0972626011,false,24
KH00314,Duong Minh Dat,0887132022,false,12
KH00315,Le Anh Xuan,0941813074,false,2
KH00316,Tran Trung Yen,0960075215,false,11
KH00317,Phan Van Phuc,0918083654,true,17
KH00318,Bui Thanh Phong,0841703457,true,15
KH00319,Huynh Tuan Phuc,0836405812,true,6
KH00320,Bui Quoc Oanh,0912124242,false,0
KH00321,Pham Thanh Quang,0916479640,true,14
KH00322,Nguyen Cong Dung,0912596205,false,47
KH00323,Tran Ngoc Giang,0964915811,false,12
KH00324,Ly Minh Giang,0842176859,false,27
KH00325,Le Ngoc Dung,0893888555,false,14
KH00326,Bui Kim Thao,0845307342,false,44
KH00327,Ly Van Quang,0934491633,false,15
KH00328,Hoang Minh An,0844687369,true,4
KH00329,Tran Quoc Dat,0868065493,true,8
KH00330,Bui Bao Yen,0977539693,true,33
KH00331,Vu Trung Yen,0852919888,false,18
KH00332,Pham Phuong Vinh,0885754093,true,2
KH00333,Ngo Bao Phuc,0839384250,false,22
KH00334,Hoang Bao Lan,0856564449,true,7
KH00335,Nguyen Duc Yen,0966030126,true,11
KH00336,Ho Bao Long,0962707531,false,13
KH00337,Huynh Thanh An,0931831325,false,19
KH00338,Duong Cong Binh,0859140464,false,5
KH00339,Do Kim Linh,0901251737,true,21
KH00340,Bui Quoc Uyen,0842439738,false,8
KH00341,Nguyen Cong Em,0841034868,false,11
KH00342,Huynh Anh Quang,0934588020,false,23
KH00343,Le Bao Yen,0978211027,false,1
KH00344,Do Hoang Quang,0844638665,false,9
KH00345,Dang Tuan Hoa,0884333139,true,8
KH00346,Huynh Kim Binh,0866772557,true,22
KH00347,Phan Ngoc Son,0937802858,true,7
KH00348,Nguyen Tuan Hoa,0845461481,true,10
KH00349,Duong Phuong Lan,0942041708,true,15
KH00350,Phan Ngoc Em,0915202121,false,23
KH00351,Le Phuong Oanh,0983559695,false,8
KH00352,Nguyen Anh Chi,0850054399,true,20
KH00353,Vu Kim Hoa,0937776316,false,31
KH00354,Vo Phuong Thao,0896443940,true,17
KH00355,Bui Kim Yen,0858548827,false,40
KH00356,Vu Trung Binh,0893591059,false,18
KH00357,Duong Hoang Long,0964274792,false,11
KH00358,Nguyen Trung Giang,0908704279,false,22
KH00359,Hoang Thi Vinh,0869460778,false,34
KH00360,Le Thanh Linh,0838932752,false,34
KH00361,Duong Tuan Yen,0909339996,false,12
KH00362,Ho Huu Tri,0947347302,true,28
KH00363,Vu Ngoc Linh,0833056367,true,12
KH00364,Phan Thanh Vinh,0858724193,false,24
KH00365,Nguyen Ngoc Vinh,0890565173,false,14
KH00366,Dang Huu Uyen,0947503969,false,1
KH00367,Ngo Minh Mai,0905002604,false,1
KH00368,Huynh Bao An,0839014617,false,20
KH00369,Dang Cong Hai,0941591209,true,46
KH00370,Huynh Anh Thao,0837626233,false,5
KH00371,Tran Tuan Quang,0934674587,false,22
KH00372,Phan Quoc Uyen,0894817706,false,21
KH00373,Nguyen Van Em,0934040267,false,25
KH00374,Le Thi Tam,0888616479,false,15
KH00375,Do Thanh Em,0966288194,false,3
KH00376,Tran Ngoc Chi,0903952742,false,0
KH00377,Dang Kim Linh,0841321466,false,23
KH00378,Ngo Duc Em,0905836478,false,2
KH00379,Bui Duc Phong,0974559233,false,29
KH00380,Le Ngoc Xuan,0962267697,true,36
KH00381,Hoang Thi Thao,0943482605,false,24
KH00382,Huynh Thi Uyen,0864891607,true,12
KH00383,Do Trung Thao,0907527003,false,5
KH00384,Phan Duc Quang,0940208751,false,38
KH00385,Ly Huu Vinh,0988401060,false,24
KH00386,Hoang Anh Phuc,0933510412,false,17
KH00387,Bui Huu Phuc,0883515982,true,6
KH00388,Ngo Trung Em,0983445423,false,4
KH00389,Vu Tuan Phong,0884774733,true,21
KH00390,Le Ngoc Phong,0836670234,false,24
KH00391,Bui Trung Binh,0839536904,true,6
KH00392,Le Trung Minh,0839075186,true,18
KH00393,Ngo Thanh Oanh,0844012253,false,19
KH00394,Do Ngoc Hoa,0966537667,false,24
KH00395,Huynh Minh Oanh,0965429296,false,3
KH00396,Ho Phuong Tri,0984688578,false,0
KH00397,Ho Quoc Son,0963146924,false,0
KH00398,Dang Ngoc Khanh,0842205583,true,14
KH00399,Ngo Phuong An,0889343236,false,22
KH00400,Dang Bao Lan,0963630706,true,5
KH00401,Huynh Kim Dung,0844786542,false,18
KH00402,Pham Thanh Oanh,0943635441,false,18
KH00403,Huynh Phuong Uyen,0989302042,false,15
KH00404,Tran Duc Son,0836782999,true,24
KH00405,Pham Phuong Chi,0931156464,false,24
KH00406,Nguyen Kim Hoa,0887335882,false,30
KH00407,Ly Hoang Lan,0885150143,true,6
KH00408,Duong Minh Phong,0836604777,false,36
KH00409,Duong Trung Uyen,0889824135,true,11
KH00410,Pham Ngoc Binh,0845792968,true,4
KH00411,Nguyen Kim Phong,0966426008,false,24
KH00412,Dang Bao Phuc,0975333230,false,16
KH00413,Huynh Anh Hung,0931716725,true,42
KH00414,Phan Kim Xuan,0982081785,true,36
KH00415,Vo Thanh Thao,0832910792,false,19
KH00416,Dang Bao Lan,0888909474,false,29
KH00417,Ho Cong Phuc,0898737580,false,13
KH00418,Vo Duc Mai,0981150531,false,19
KH00419,Bui Hoang Phuc,0898941187,false,22
KH00420,Pham Bao Oanh,0912767195,false,18
KH00421,Tran Tuan Oanh,0840646027,false,10
KH00422,Pham Quoc Ich,0880634799,true,21
KH00423,Ly Duc Xuan,0973695011,false,15
KH00424,Ly Anh Hoa,0935547920,true,4
KH00425,Tran Cong Khanh,0859269114,false,13
KH00426,Dang Bao Nam,0960048215,false,24
KH00427,Tran Huu Khanh,0985216337,false,43
KH00428,Vu Phuong Xuan,0903099148,true,24
KH00429,Duong Quoc Ich,0845874811,true,18
KH00430,Do Kim Dung,0937265485,true,14
KH00431,Dang Quoc Giang,0917558747,false,18
KH00432,Dang Cong Giang,0966780490,false,25
KH00433,Tran Anh Chi,0838063854,false,27
KH00434,Ly Anh Minh,0946403064,false,19
KH00435,Nguyen Van Hung,0976566100,true,8
KH00436,Duong Kim Ich,0917087468,false,23
KH00437,Ngo Thi Dat,0943846933,false,45
KH00438,Tran Bao Vinh,0935449769,false,19
KH00439,Nguyen Thi Hai,0903058130,false,22
KH00440,Do Anh Binh,0936871244,true,8
KH00441,Vu Phuong Dat,0905138628,false,11
KH00442,Ly Bao Minh,0965435759,true,30
KH00443,Duong Ngoc Em,0968904717,true,27
KH00444,Vu Huu Hung,0854346232,false,24
KH00445,Dang Duc Quang,0981042912,false,20
KH00446,Vu Huu Tri,0842865239,true,23
KH00447,Vu Minh Phuc,0884624501,false,10
KH00448,Vo Huu An,0841855128,false,27
KH00449,Bui Minh Thao,0965992704,false,7
KH00450,Pham Van Uyen,0936656032,true,15
KH00451,Duong Thi Oanh,0835292965,true,13
KH00452,Huynh Bao Hai,0977585705,false,33
KH00453,Ngo Kim Hai,0943170803,false,38
KH00454,Duong Huu Nam,0852878394,false,8
KH00455,Ho Ngoc Oanh,0891921706,false,9
KH00456,Ly Minh Son,0967168175,true,5
KH00457,Huynh Tuan Dung,0884711232,false,33
KH00458,Phan Hoang Quang,0860733808,true,26
KH00459,Ngo Tuan Khanh,0847843771,false,20
KH00460,Ho Duc Lan,0861007525,true,10
KH00461,Dang Bao Thao,0970399471,false,20
KH00462,Tran Anh Son,0917089883,false,21
KH00463,Le Ngoc Phong,0962787063,false,9
KH00464,Vo Bao Ich,0939181729,true,19
KH00465,Vo Quoc Binh,0863454009,false,7
KH00466,Ho Cong Linh,0887065261,false,10
KH00467,Le Phuong Dung,0931176803,false,4
KH00468,Nguyen Cong Vinh,0983961752,true,19
KH00469,Ngo Van Tri,0918921786,false,14
KH00470,Nguyen Van Vinh,0896436302,false,26
KH00471,Vu Thanh Quang,0893410536,true,9
KH00472,Ho Phuong Vinh,0855998469,false,0
KH00473,Ngo Tuan Chi,0899638163,true,15
KH00474,Le Ngoc An,0837889480,false,40
KH00475,Do Phuong Em,0914841341,false,33
KH00476,Do Trung Son,0973747527,false,31
KH00477,Ly Thanh Hai,0909049695,false,9
KH00478,Duong Kim Ich,0948636157,true,14
KH00479,Duong Tuan Linh,0940315409,true,8
KH00480,Huynh Kim Tam,0833558248,false,6
KH00481,Bui Tuan Tri,0847265682,false,12
KH00482,Nguyen Phuong Em,0984256241,true,23
KH00483,Le Van Hoa,0978912561,false,5
KH00484,Ngo Cong Xuan,0906102813,false,14
KH00485,Vo Thanh Son,0885647597,false,21
KH00486,Ngo Bao Mai,0848187166,false,4
KH00487,Do Tuan Khanh,0916705221,false,1
KH00488,Nguyen Van Hoa,0880499743,false,13
KH00489,Pham Huu Linh,0851899569,false,16
KH00490,Dang Kim Quang,0908930645,false,22
KH00491,Le Duc Long,0986321289,true,27
KH00492,Hoang Quoc Chi,0901219029,false,3
KH00493,Phan Anh Chi,0854952590,true,21
KH00494,Duong Tuan Linh,0834636993,false,23
KH00495,Le Bao Phong,0978139207,true,10
KH00496,Nguyen Hoang Oanh,0932392532,true,22
KH00497,Ho Anh Tri,0905545567,false,47
KH00498,Pham Anh Em,0830150702,false,48
KH00499,Ho Thi Em,0974521993,false,12
KH00500,Duong Thanh Tam,0976109945,true,37
KH00501,Duong Phuong Long,0946398825,true,22
KH00502,Tran Hoang Mai,0834229445,true,16
KH00503,Dang Cong Long,0967962935,true,33
KH00504,Bui Quoc Hoa,0944839194,true,21
KH00505,Dang Huu Uyen,0983189988,true,6
KH00506,Ly Van Ich,0903664074,true,20
KH00507,Do Minh Hung,0979225822,false,23
KH00508,Hoang Tuan Oanh,0942210388,true,4
KH00509,Ly Anh Phong,0963137890,false,22
KH00510,Ho Phuong Ich,0901661276,false,12
KH00511,Hoang Van Ich,0844238403,true,13
KH00512,Ho Hoang Mai,0862696240,false,13
KH00513,Bui Ngoc Giang,0988489377,false,16
KH00514,Do Van Dung,0863483152,false,39
KH00515,Vu Phuong Oanh,0960822795,false,10
KH00516,Ngo Phuong Ich,0833387959,false,23
KH00517,Bui Phuong Lan,0940299137,true,26
KH00518,Bui Hoang Hoa,0851384795,true,14
KH00519,Ngo Tuan Xuan,0987316984,true,1
KH00520,Hoang Thanh Son,0909435783,false,33
KH00521,Bui Trung Binh,0904632733,false,0
KH00522,Tran Thi Hai,0972682271,true,8
KH00523,Vu Quoc Hai,0850236244,false,17
KH00524,Dang Cong Giang,0905648779,true,18
KH00525,Ho Thanh Oanh,0967978136,false,13
KH00526,Le Ngoc Dat,0970097440,false,26
KH00527,Do Quoc Xuan,0986823245,false,9
KH00528,Huynh Thanh Mai,0973313029,false,18
KH00529,Tran Hoang Vinh,0972455505,false,49
KH00530,Tran Bao Yen,0918005458,false,41
KH00531,Huynh Huu Tam,0939471687,false,14
KH00532,Phan Thi Ich,0944547090,false,16
KH00533,Vo Van Vinh,0964110961,false,6
KH00534,Nguyen Hoang Uyen,0860556489,false,33
KH00535,Ly Trung Hai,0981602999,true,2
KH00536,Huynh Van Dung,0897001988,true,20
KH00537,Huynh Trung Vinh,0982120037,false,6
KH00538,Ho Phuong Tam,0861032889,false,14
KH00539,Huynh Tuan Thao,0889205747,false,15
KH00540,Phan Duc Uyen,0972666401,false,34
KH00541,Do Tuan Tam,0932403627,true,19
KH00542,Nguyen Duc Hai,0838804280,false,10
KH00543,Ho Anh Hung,0906669713,true,11
KH00544,Dang Tuan Nam,0942517279,false,37
KH00545,Nguyen Thi Hung,0896592727,false,21
KH00546,Bui Hoang Vinh,0962298546,false,14
KH00547,Ho Thi Oanh,0965625056,false,33
KH00548,Nguyen Duc Dung,0979266420,false,9
KH00549,Nguyen Minh Son,0915469252,false,22
KH00550,Dang Kim Mai,0931961125,false,4
KH00551,Bui Bao Son,0853107719,false,9
KH00552,Vu Kim Hoa,0910434266,false,23
KH00553,Duong Duc Phong,0858478791,false,23
KH00554,Hoang Kim Nam,0987765588,true,10
KH00555,Le Ngoc Nam,0854366679,false,4
KH00556,Pham Bao Ich,0915053907,false,22
KH00557,Nguyen Tuan Dat,0968373783,false,17
KH00558,Huynh Thanh Hung,0961006978,true,22
KH00559,Tran Anh Tam,0907752654,false,10
KH00560,Huynh Thi Em,0948636442,false,28
KH00561,Ngo Quoc Uyen,0973182669,true,30
KH00562,Duong Huu Uyen,0845630581,false,10
KH00563,Bui Minh Linh,0911765315,false,39
KH00564,Phan Thanh Dat,0912588214,false,5
